Name,Store Number,Convenience,Shopping,Specialty,Unsought,Other
J O COMBS ELEMENTARY SCHOOL DISTRICT 44,4021,31975,3547,19240,9188,29582
SANTA CRUZ VALLEY SCHOOL DISTRICT 35,4023,24920,5201,12988,6731,26007
NOGALES UNIFIED SCHOOL DISTRICT 1,4023,43889,7569,26394,9926,39638
PATAGONIA ELEMENTARY SCHOOL DISTRICT 6,4023,1288,225,377,686,1343
PATAGONIA UNION HIGH SCHOOL DISTRICT 20,4023,1797,192,245,1360,1734
SANTA CRUZ ELEMENTARY SCHOOL DISTRICT 28,4023,2731,327,1812,592,2690
SONOITA SCHOOL DISTRICT 25,4023,2104,317,339,1448,2345
ASH FORK UNIFIED SCHOOL DISTRICT 31,4025,3017,288,583,2146,2659
BAGDAD UNIFIED SCHOOL DISTRICT 20,4025,5311,278,299,4734,5067
CAMP VERDE UNIFIED SCHOOL DISTRICT 28,4025,11645,1972,4885,4788,11483
CANON ELEMENTARY SCHOOL DISTRICT 50,4025,1920,298,579,1043,1956
CHINO VALLEY UNIFIED SCHOOL DISTRICT 51,4025,17544,2712,6366,8466,17362
CONGRESS SCHOOL DISTRICT 17,4025,1710,183,459,1068,1536
COTTONWOOD-OAK CREEK ELEMENTARY SCHOOL DISTRICT 6,4025,17329,2235,6573,8521,17785
CROWN KING SCHOOL DISTRICT 41,4025,109,37,9,63,93
HUMBOLDT UNIFIED SCHOOL DISTRICT 22,4025,45724,5416,18075,22233,47019
KIRKLAND SCHOOL DISTRICT 23,4025,1813,166,452,1195,1765
MAYER UNIFIED SCHOOL DISTRICT 43,4025,6395,1065,2685,2645,5606
PRESCOTT UNIFIED SCHOOL DISTRICT 1,4025,29914,4098,7404,18412,30735
SELIGMAN UNIFIED SCHOOL DISTRICT 40,4025,2839,146,139,2554,2640
SKULL VALLEY SCHOOL DISTRICT 15,4025,573,58,165,350,546
HILLSIDE SCHOOL DISTRICT 35,4025,392,53,91,248,375
CLARKSDALE-JEROME ELEMENTARY SCHOOL DISTRICT 3,4025,4033,480,1545,2008,3618
WALNUT GROVE ELEMENTARY DISTRICT,4025,29,10,1,18,44
WILLIAMSON VALLEY SCHOOL DISTRICT 2,4025,263,13,51,199,252
YARNELL SCHOOL DISTRICT 52,4025,1246,308,227,711,956
VALLEY ACADEMY,4025,1327,64,604,659,1768
MOUNTAIN INSTITUTE JOINT TECHNOLOGY EDUCATION DISTRICT,4025,2937,200,1522,1215,2291
SEDONA-OAK CREEK JOINT UNIFIED,4005,15236,757,1947,12532,10770
MINGUS UNION HIGH SCHOOL DISTRICT 4,4025,10888,829,2438,7621,9177
BEAVER CREEK SCHOOL DISTRICT 26,4025,4014,609,1572,1833,3578
ANTELOPE UNION HIGH SCHOOL DISTRICT 50,4027,3193,179,240,2774,2962
CRANE SCHOOL DISTRICT 13,4027,44071,7388,28433,8250,45236
GADSDEN SCHOOL DISTRICT 32,4027,38619,9559,26234,2826,38053
HYDER SCHOOL DISTRICT 16,4027,2163,681,56,1426,1938
MOHAWK VALLEY SCHOOL DISTRICT 17,4027,1818,253,727,838,1578
SOMERTON SCHOOL DISTRICT 11,4027,21197,5309,13368,2520,20597
WELLTON SCHOOL DISTRICT 24,4027,2319,400,1163,756,2293
YUMA ELEMENTARY SCHOOL DISTRICT 1,4027,66883,12667,34964,19252,67566
YUMA UNION HIGH SCHOOL DISTRICT 70,4027,86346,12788,39139,34419,78069
BOUSE SCHOOL DISTRICT 26,4012,752,83,59,610,669
PARKER SCHOOL DISTRICT 27,4012,18080,8903,6210,2967,16920
QUARTZSITE SCHOOL DISTRICT 4,4012,2132,266,191,1675,2011
SALOME SCHOOL DISTRICT 30,4012,1536,228,348,960,1357
WENDEN SCHOOL DISTRICT 19,4012,1411,155,354,902,1314
BICENTENNIAL UNION HIGH SCHOOL DISTRICT 76,4012,2232,382,150,1700,1815
DEWITT1,5001,15165,1512,11924,1729,19376
STUTTGART22,5001,18187,2124,13554,2509,23085
CROSSETT,5003,19638,2303,14330,3005,18150
HAMBURG,5003,19898,2357,15730,1811,19014
COTTER60,5005,7067,824,5497,746,6913
MOUNTAIN HOME9,5005,38906,3861,29318,5727,38595
NORFORK61,5005,5376,669,3941,766,5254
PEA RIDGE109,5007,19398,1467,15920,2011,20723
BENTONVILLE6,5007,188497,7517,151580,29400,210549
DECATUR17,5007,7353,1033,5495,825,6759
GENTRY19,5007,15818,1502,11667,2649,15084
GRAVETTE20,5007,20118,1777,14890,3451,20501
ROGERS30,5007,167521,14583,124771,28167,152705
SILOAM SPGS21,5007,44918,4201,34612,6105,42514
ALPENA5,5009,5128,543,3984,601,4822
BERGMAN3,5009,10465,1111,8398,956,10056
LEAD HILL,5009,4170,591,3039,540,3954
HARRISON1,5009,29805,2799,22638,4368,41782
OMAHA6,5009,4821,612,3690,519,4790
VALLEY SPRINGS2,5009,8577,768,6897,912,8144
OZARKS UNLIMITED RESOURCES COOP,5009,5775,1740,2398,1637,5622
HERMITAGE12,5011,5659,975,4016,668,5993
WARREN1,5011,19626,2475,15481,1670,17835
HAMPTON1,5013,6174,690,4509,975,6176
BERRYVILLE,5015,20285,2329,16018,1938,19929
EUREKA SPRINGS,5015,9693,843,6825,2025,8424
GREEN FOREST,5015,13338,1961,10187,1190,13218
DERMOTT,5017,5665,1175,4037,453,5074
LAKESIDE SCHOOL DISTRICT #1,5017,12900,2264,9363,1273,12010
ARKADELPHIA,5019,20784,2067,15684,3033,20328
GURDON,5019,8056,918,6242,896,8041
DAWSON EDUCATION SERVICE COOP,5019,11834,3820,5141,2873,11730
CORNING8,5021,9647,1191,7281,1175,9614
PIGGOTT52,5021,8746,895,6882,969,7999
RECTOR,5021,6236,851,4630,755,5789
CONCORD3,5023,5918,704,4132,1082,6026
HEBER SPRINGS1,5023,18379,1955,13449,2975,18241
QUITMAN21,5023,7599,657,4990,1952,6933
WEST SIDE GREERS FERRY,5023,7457,1008,4685,1764,5562
CLEVELAND COUNTY36,5025,9582,1761,6893,928,9752
WOODLAWN6,5025,5166,487,4122,557,5110
EMERSON-TAYLOR,5027,11363,1226,8233,1904,11950
MAGNOLIA,5027,29038,3746,21727,3565,28873
NEMO VISTA8,5029,6516,502,4525,1489,5836
WONDERVIEW SCHOOL DISTRICT 2,5029,5024,583,3417,1024,5048
ARCH FORD EDUC SERV COOP,5029,18867,1723,9142,8002,18158
SOUTH CONWAY CO,5029,25055,2460,19382,3213,25361
BAY,5031,5929,541,4516,872,5999
BROOKLAND,5031,24526,1359,20213,2954,28601
JONESBORO,5031,64965,9110,47753,8102,64864
RIVERSIDE,5031,10297,843,8678,776,13618
NETTLETON,5031,36108,3458,26565,6085,34789
VALLEY VIEW,5031,27199,1651,21775,3773,30914
BUFFALO ISLAND CENTRAL SCH DT,5031,8075,733,6390,952,8181
WESTSIDE CONS SCHOOL DIST,5031,16734,1446,13336,1952,15989
ALMA30,5033,32301,3241,25899,3161,31208
CEDARVILLE44,5033,8901,1033,7111,757,10922
MOUNTAINBURG16,5033,8852,989,7221,642,7228
MULBERRY101,5033,4572,665,3322,585,4120
VAN BUREN42,5033,60483,6415,47687,6381,57144
EARLE,5035,7835,1396,6038,401,7784
WEST MEMPHIS,5035,65641,11021,48883,5737,59713
MARION,5035,41765,2595,32699,6471,41012
CROSS COUNTY,5037,7919,1187,5406,1326,8523
WYNNE9,5037,26700,3072,21034,2594,25850
FORDYCE39,5039,11035,1483,8817,735,10678
DUMAS,5041,15604,2130,11984,1490,15256
MCGEHEE,5041,13691,1874,10281,1536,13026
DREW CENTRAL5,5043,11387,1778,8527,1082,10456
MONTICELLO18,5043,22237,2553,17473,2211,22148
SOUTHEAST ARKANSAS EDUC SERV COOP,5043,12835,3147,6509,3179,24303
CONWAY,5045,104870,8963,81020,14887,112982
GREENBRIER SCHOOL DIST,5045,35008,2208,29454,3346,40677
GUY PERKINS,5045,4603,421,3467,715,4320
MAYFLOWER,5045,11751,1401,9097,1253,10836
MT VERNON/ENOLA SCHOOL DIST,5045,5368,444,4182,742,4843
VILONIA,5045,33829,2956,27380,3493,32128
CHARLESTON,5047,8505,850,6832,823,7924
COUNTY LINE,5083,4733,576,3591,566,4453
OZARK,5047,18854,2170,14969,1715,17803
WESTERN ARKANSAS COOPERATIVE,5047,4555,2159,1744,652,4618
MAMMOTH SPRING,5049,5033,595,3752,686,5215
SALEM,5049,7530,947,5875,708,7263
VIOLA,5049,4514,537,3391,586,4521
CUTTER-MORNING STAR21,5051,6983,866,5357,760,7411
FOUNTAIN LAKE SCHOOL DISTRICT 18,5051,16872,1806,11668,3398,15893
HOT SPRINGS6,5051,45234,6107,32669,6458,42253
LAKE HAMILTON5,5051,46068,4256,36133,5679,48206
LAKESIDE9,5051,35593,2721,27380,5492,33858
MOUNTAIN PINE46,5051,6185,953,4552,680,5891
JESSIEVILLE,5051,11466,1622,7812,2032,11831
SHERIDAN,5053,37930,3309,30919,3702,35301
POYEN1,5053,5706,445,4766,495,5373
MARMADUKE,5055,7339,800,5631,908,7170
PARAGOULD,5055,32051,4132,24718,3201,29789
GREENE CO TECH,5055,35713,3399,28274,4040,41736
BLEVINS,5057,5427,773,4147,507,6635
HOPE,5057,27585,3976,20998,2611,25612
SPRING HILL,5057,5592,559,4530,503,4917
SOUTHWEST ARKANSAS COOPERATIVE,5057,4285,518,2773,994,4056
BISMARCK,5059,9991,1133,7778,1080,9324
GLEN ROSE,5059,10195,954,8013,1228,9553
MAGNET COVE,5059,7196,531,5177,1488,9363
MALVERN,5059,24089,3175,18064,2850,23340
OUACHITA,5059,5390,469,4326,595,4478
DIERKS,5061,6045,598,4622,825,5923
MINERAL SPRINGS3,5061,9386,706,6656,2024,8851
NASHVILLE,5061,20822,2006,16000,2816,19029
BATESVILLE,5063,33127,3744,25368,4015,36362
CEDAR RIDGE,5063,11430,1203,8236,1991,10447
MIDLAND,5063,6396,899,4713,784,6039
SOUTHSIDE,5063,18341,2288,13850,2203,17381
CALICO ROCK,5065,4408,602,3278,528,4341
MELBOURNE SCHOOL DIST,5065,13158,948,10995,1215,17507
IZARD COUNTY CONSOLIDATED,5065,6138,795,4429,914,5898
NORTHCENTRAL ARKANSAS EDUCAL SERV CENTER,5065,3650,700,1756,1194,5856
NEWPORT,5067,15673,2544,11466,1663,14924
DOLLARWAY2,5069,17330,3045,12614,1671,16145
PINE BLUFF3,5069,49326,7049,37744,4533,50542
WATSON CHAPEL24,5069,27861,3024,23568,1269,24706
WHITE HALL27,5069,28291,2108,22912,3271,28003
ARKANSAS RIVER EDUC SERV COOP,5069,5305,598,3082,1625,5575
CLARKSVILLE17,5071,26418,2698,21343,2377,25608
WESTSIDE,5071,7269,1196,5487,586,6684
LAMAR39,5071,12237,1221,9967,1049,11032
LAFAYETTE COUNTY,5073,7465,1013,5598,854,8705
HOXIE PUBLIC SCHOOL DISTRICT 46,5075,9375,1157,7258,960,9074
SLOAN HENDRIX,5075,7098,897,5495,706,6609
HILLCREST,5075,5454,677,4243,534,4868
NORTHEAST ARKANSAS EDUCATIONAL COOPERATIVE,5075,5061,1636,2467,958,4689
LEE COUNTY SCH DISTRICT 1,5077,11062,2822,7181,1059,10389
STAR CITY11,5079,15627,1731,12553,1343,15610
ASHDOWN31,5081,14928,1559,11080,2289,14579
FOREMAN,5081,5431,563,3995,873,5161
BOONEVILLE,5083,13651,1813,10691,1147,12523
MAGAZINE,5083,6370,797,4914,659,6114
PARIS7,5083,11657,1300,9124,1233,11479
SCRANTON,5083,4411,492,3278,641,4805
CABOT SCHOOL DISTRICT 4,5085,98403,8434,78961,11008,95770
CARLISLE,5085,7501,683,5768,1050,7928
ENGLAND,5085,8525,943,6713,869,7737
LONOKE,5085,18852,1865,14783,2204,19205
HUNTSVILLE1,5087,22133,2476,17494,2163,21727
FLIPPIN,5089,10837,2190,7254,1393,11742
YELLVILLE-SUMMIT,5089,7636,975,5769,892,6980
GENOA CENTRAL,5091,11245,832,9150,1263,10394
FOUKE15,5091,10980,920,8923,1137,10062
TEXARKANA7,5091,51765,9173,37415,5177,49019
ARMOREL SCHOOL DIST,5093,7031,324,4607,2100,5504
BLYTHEVILLE5,5093,27795,4528,20100,3167,27128
GOSNELL6,5093,12928,1284,10773,871,12532
MANILA15,5093,11131,1065,8880,1186,11366
OSCEOLA1,5093,17303,3324,12658,1321,15845
SOUTH MISSISSIPPI CO SCHOOL DIST,5093,14231,1802,10756,1673,14717
BRINKLEY,5095,6621,1021,4707,893,6104
CLARENDON6,5095,7086,994,5215,877,6481
MT IDA20,5097,5387,1104,3471,812,5483
CADDO HILLS28,5097,6036,1064,4436,536,5871
PRESCOTT14,5099,11017,1303,8831,883,9815
NEVADA1,5099,4678,521,3734,423,4777
DEER- MOUNT JUDEA,5101,5036,853,3777,406,4990
JASPER,5101,11341,1497,8820,1024,11251
OZARK MOUNTAIN12,5129,8917,1097,6920,900,8433
BEARDEN53,5103,5646,754,4303,589,5968
CAMDEN-FAIRVIEW SCHOOL DIST,5103,27852,3780,21673,2399,26504
HARMONY GROVE1,5103,9881,1003,7924,954,9445
SOUTH CENTRAL SERV COOP,5103,3920,549,2599,772,3656
EAST END1,5105,6645,713,5271,661,6095
PERRYVILLE7,5105,9003,982,7279,742,9111
BARTON-LEXA SCHOOL DIST,5107,8295,930,6728,637,9137
HELENA-WEST HELENA SCHOOL DISTRICT 2,5107,19015,3383,14026,1606,18648
MARVELL22,5107,5970,1426,3878,666,5989
GREAT RIVERS COOPERATIVE,5107,5496,2032,2290,1174,7279
CENTERPOINT,5109,12975,1188,10343,1444,16488
KIRBY32,5109,4035,478,2904,653,3682
SOUTH PIKE COUNTY,5109,7599,798,5785,1016,7699
HARRISBURG6,5111,13673,1784,10207,1682,13876
EAST POINSETT CO,5111,7457,913,5958,586,7240
MARKED TREE28,5111,6008,940,4504,564,5702
TRUMANN21,5111,19484,2301,15695,1488,15871
CROWLEY'S RIDGE EDUCATIONAL SERVICE COOPERATIVE,5111,6013,1113,3260,1640,5761
OUACHITA RIVER30,5113,8363,1668,5996,699,8317
MENA,5113,18622,2803,13463,2356,19134
COSSATOT RIVER,5113,12964,1711,9972,1281,12149
ATKINS,5115,10669,1135,8535,999,17511
DOVER17,5115,17431,1244,14755,1432,22070
HECTOR59,5115,6207,777,4868,562,5875
POTTSVILLE61,5115,16151,1166,13341,1644,15362
RUSSELLVILLE14,5115,62420,5624,46637,10159,59594
DES ARC#5,5117,5997,624,4700,673,6037
HAZEN,5117,6739,696,5071,972,6821
LITTLE ROCK,5119,357442,35368,272678,49396,351596
NORTH LITTLE ROCK,5119,118230,12212,93953,12065,162597
PULASKI CO SPECIAL SCHOOL DIST,5119,219695,17728,170159,31808,211217
MAYNARD,5121,5330,688,4179,463,6605
POCAHONTAS,5121,18377,1992,14594,1791,17043
FORREST CITY7,5123,33334,7099,23770,2465,32815
PALESTINE-WHEATLEY,5123,7475,676,6164,635,6880
BAUXITE14,5125,16302,1026,14028,1248,18394
BENTON8,5125,50860,3412,41745,5703,49398
BRYANT25,5125,85232,5572,70729,8931,86637
WALDRON,5127,16648,2845,12386,1417,19960
SEARCY COUNTY,5129,11428,1503,8657,1268,11849
FORT SMITH,5131,162698,21783,123421,17494,157176
GREENWOOD,5131,38881,2413,31298,5170,43298
HACKETT,5131,12384,1006,9339,2039,9167
LAVACA,5131,9128,771,7186,1171,8313
MANSFIELD,5127,8850,930,6786,1134,8071
DEQUEEN17,5133,24278,3447,19003,1828,23004
HORATIO55,5133,9048,1160,7123,765,8314
DEQUEEN/MENA EDUCATIONAL COOP,5133,9672,4068,3494,2110,9363
CAVE CITY SCH DIST 2 A,5135,13625,1677,10757,1191,12781
HIGHLAND,5135,15054,2071,11323,1660,15296
MOUNTAIN VIEW,5137,16588,2193,12849,1546,15729
EL DORADO15,5139,44029,5731,33290,5008,42590
JUNCTION CITY75,5139,6491,617,4129,1745,9803
PARKERS CHAPEL,5139,7405,493,5630,1282,8950
SMACKOVER39,5139,17824,1198,11233,5393,16429
STRONG-HUTTIG,5139,4594,699,3304,591,5663
CLINTON1,5141,15649,1687,11436,2526,15554
SHIRLEY3,5141,4994,526,3549,919,5513
SOUTH SIDE,5141,9340,658,6564,2118,7758
ELKINS10,5143,11336,928,9029,1379,12471
FARMINGTON6,5143,23549,1768,19115,2666,23044
FAYETTEVILLE1,5143,125138,9041,88864,27233,111389
GREENLAND95,5143,9120,1218,6729,1173,9669
LINCOLN48,5143,14476,2290,10739,1447,15932
PRAIRIE GROVE VALLEY23,5143,19433,1376,15722,2335,20848
SPRINGDALE50,5143,248500,33981,191876,22643,261034
WEST FORK141,5143,10784,932,8881,971,10148
NORTHWEST ARKANSAS EDUC SERV COOP,5143,5219,1129,2738,1352,4843
BALD KNOB,5145,13507,1724,9946,1837,13859
BEEBE,5145,32513,2945,25560,4008,31462
BRADFORD,5145,4949,657,3849,443,5294
WHITE CO CENTRAL SCHOOL DIST,5145,7906,827,6045,1034,8675
RIVERVIEW,5145,15157,2395,11390,1372,15237
PANGBURN,5145,8828,696,6507,1625,9374
ROSE BUD35,5145,9003,815,6756,1432,8690
SEARCY,5145,41472,3501,31915,6056,36259
WILBUR D MILLS EDUC SERV COOP,5145,5634,1762,2635,1237,5893
AUGUSTA10,5147,5260,954,3643,663,5388
MCCRORY12,5147,7590,1141,5561,888,6899
DANVILLE,5149,9398,1437,7360,601,10396
DARDANELLE,5149,21063,2468,17077,1518,20243
WESTERN YELL COUNTY SCHOOL DIST,5149,4888,747,3670,471,4713
TWO RIVERS10,5149,9766,1845,7063,858,8910
ALAMEDA CO OFFICE OF ED,6001,57185,5828,18260,33097,47264
ALPINE COUNTY SPECIAL SCHOOLS,6003,1416,269,963,184,1384
AMADOR CO SPL SCHS OPER BY CO SUPT,6005,12424,1112,5053,6259,12300
BUTTE CO SPL SCHS OPER BY CO SUPT,6007,77357,27719,25770,23868,77371
CALAVERAS CO SPL SCHS OPER BY CO SUPT,6009,15353,1565,11239,2549,14691
COLUSA COUNTY OFFICE OF EDUCATION,6011,14243,3876,7135,3232,14797
CONTRA COSTA CO SPL SCHS OPER BY CO SUPT,6013,95832,3344,37330,55158,75862
CONTRA COSTA CO ROP,6013,46251,14176,31974,101,45903
DEL NORTE CO SPL SCHS OPER BY CO SUPT,6015,8426,1040,7286,100,7043
EL DORADO CO SPL SCHS OPER BY CO SUPT,6017,145837,25621,99530,20686,145467
OFFICE OF EDUC SPL SCHS OPER BY CO SUPT,6019,172682,37200,87861,47621,170747
GLENN CO SPL SCHS OPER BY CO SUPT,6021,24611,5525,12436,6650,23025
HUMBOLDT CO SPL SCH OPER BY CO SUPT,6023,46443,6829,24242,15372,45354
IMPERIAL CO SPL SCHS OPER BY CO SUPT,6025,110621,23277,54513,32831,105420
INYO CO SPL SCHS OPER BY CO SUPT,6027,36197,2838,27093,6266,38088
KERN CO SPL SCHS OPER BY CO SUPT,6029,316980,59831,147367,109782,273243
KINGS CO SPL SCHS OPER BY CO SUPT,6031,51472,12235,23181,16056,45621
LAKE COUNTY OFFICE OF EDUCATION,6033,18701,4138,9480,5083,17185
LASSEN CO SPL SCHS OPER BY CO SUPT,6035,12058,2313,7251,2494,11116
LOS ANGELES CO OFF OF EDUCATION,6037,721272,258276,285726,177270,689083
MADERA CO SPL SCHS OPER BY CO SUPT,6039,55160,11844,26525,16791,49485
MARIN CO SPECIAL SCHOOLS,6041,59935,8173,6922,44840,55689
MARIN COUNTY ROP,6041,2805,0,0,2805,2790
MARIPOSA CO SPL SCHS OPER BY CO SUPT,6043,4358,621,1568,2169,3568
MENDOCINO CO SPL SCHS OPER BY CO SUPT,6045,31882,5423,18929,7530,29414
MERCED CO SPL SCHS OPER BY CO SUPT,6047,123513,37485,55390,30638,119356
MODOC CO SPL SCHS OPER BY CO SUPT,6049,7900,2581,3984,1335,7831
MONO CO SPECIAL SCHOOLS,6051,11869,1000,6596,4273,10520
MONTEREY CO SPECIAL SCHOOLS,6053,149637,42124,54800,52713,148412
NAPA CO SPL SCHS OPER BY CO SUPT,6055,50835,13674,10482,26679,38785
NEVADA CO SPL SCHS OPER BY CO SUPT,6057,32854,4183,21874,6797,34402
ORANGE COUNTY DEPARTMENT OF EDUCATION,6059,287144,36284,68745,182115,258028
PLACER CO SPL SCHS OPER BY CO SUPT,6061,109111,16083,41743,51285,101421
PLUMAS COUNTY SPECIAL SCHOOLS,6063,4394,1548,2008,838,4161
RIVERSIDE CO SPL SCHS OPER BY CO SUPT,6065,315912,67441,117095,131376,305764
SACRAMENTO CO SPL SCHS OPER BY CO SUPT,6067,153356,23669,76761,52926,142192
SAN BENITO CO SPL SCHS OPER BY CO SUPT,6069,17851,1469,9259,7123,16348
SAN BERNARDINO COUNTY OFFICE OF EDUCATION,6071,406099,69612,231430,105057,393762
SAN DIEGO CO SPL SCHS OPER BY CO SUPT,6073,500666,77942,272164,150560,449303
SAN JOAQUIN CO SPL SCHS,6077,207717,34837,100612,72268,193557
SAN JOAQUIN COUNTY ROC/P,6077,3050,0,0,3050,2735
SAN LUIS OBISPO CO SPL SCHS OPER BY CO SUPT,6079,53468,8891,16803,27774,43603
SAN MATEO CO SPL SCHS OPER BY CO SUPT,6081,162475,19003,23079,120393,149675
SANTA BARBARA CO SPL SCHS OPER BY CO SUPT,6083,82191,8173,36284,37734,63880
SANTA CLARA CO SPL SCHS OPER BY CO SUPT,6085,279944,74427,36897,168620,262814
NORTH COUNTY REGIONAL OCCUPATIONAL CENTER/PROGRAM (ROC/P),6085,1917,0,20,1897,1945
SANTA CRUZ CO SPL SCHS OPER BY CO SUPT,6087,56226,7594,28344,20288,60966
SHASTA CO SPL SCHS OPER BY CO SUPT,6089,62474,12506,34487,15481,60863
SIERRA CO SPL SCHS OPER BY CO SUPT,6091,2216,503,1445,268,1825
SISKIYOU CO SPECIAL SCHOOLS,6093,23704,5002,14565,4137,20623
SOLANO CO SPL SCHS OPER BY CO SUPT,6095,64504,12490,31353,20661,64209
SONOMA CO SPL SCHS,6097,128126,22733,57190,48203,121890
STANISLAUS CO SPL SCHS OPER BY CO SUPT,6099,206014,49324,70942,85748,195805
SUTTER CO SPL SCHS OPER BY CO SUPT,6101,41622,7113,23593,10916,41068
TEHAMA CO SPECIAL SCHOOLS,6103,28241,4865,14913,8463,25735
TRINITY COUNTY OFFICE OF EDUCATION,6105,7842,2104,3905,1833,7318
TULARE CO SPL SCHS OPER BY CO SUPT,6107,217216,58285,118710,40221,215425
TUOLUMNE COUNTY SELPA,6109,12035,1987,6199,3849,11484
VENTURA CO SPL SCHS OPER BY CO SUPT,6111,223997,35994,121522,66481,221775
VENTURA COUNTY ROP,6111,1294,0,0,1294,1162
YOLO COUNTY SPECIAL SCHOOLS OPERATED BY CO SUPT,6113,43918,11527,19846,12545,42058
YUBA CO SPL SCHS OPER BY CO SUPT,6115,27877,4977,14304,8596,27088
ALAMEDA UNIFIED,6001,137319,5903,66879,64537,127572
ALBANY CITY UNIFIED,6001,72752,5991,44317,22444,70779
BERKELEY UNIFIED,6001,185811,8237,71167,106407,186331
CASTRO VAL UNIFIED,6001,136906,11318,93178,32410,129177
EMERY UNI,6001,33028,1714,2151,29163,59359
HAYWARD UNIFIED,6001,305511,30476,176894,98141,290029
MOUNTAIN HOUSE ELEM SCH,6001,537,28,259,250,471
NEWARK UNIF,6001,83360,4596,41455,37309,89053
OAKLAND UNIF,6001,688124,65125,363217,259782,676808
PIEDMONT CITY UNIF,6001,51610,1206,17560,32844,46681
PLEASANTON UNIFIED,6001,187689,8230,97611,81848,174535
SAN LEANDRO UNI,6001,117442,7691,66406,43345,115280
SAN LORENZO UNIFIED SCHOOL DIST,6001,143384,9045,94466,39873,132589
SUNOL GLEN ELEM,6001,3613,60,1341,2212,3401
TRI-VALLEY ROP JPA,6001,7597,120,2653,4824,5428
EDEN AREA ROP JPA,6001,8984,164,1405,7415,8916
MISSION VALLEY ROC/P JPA,6001,8596,0,1721,6875,7122
DUBLIN UNIF,6001,124319,1961,51634,70724,121044
FREMONT UNIF SCHOOL DIST,6001,424426,17767,231148,175511,463644
NEW HAVEN UNIFIED SCHOOL DIST,6001,164087,15634,90427,58026,146567
LIVERMORE VALLEY JT UNIFIED,6001,153807,6271,73820,73716,141566
ALPINE CO UNIF,6003,3098,567,921,1610,2832
AMADOR CO UNIF,6005,40459,1895,14153,24411,37750
BANGOR UNION ELEMENTARY,6007,1506,131,1031,344,1357
BIGGS UNIFIED,6007,8125,597,4434,3094,7262
DURHAM UNIFIED,6007,11758,512,6814,4432,10871
FEATHER FALLS UNION ELEM,6007,497,71,231,195,455
MANZANITA ELEM,6007,3155,207,2414,534,2754
OROVILLE CITY ELEM,6007,30840,3005,20884,6951,28224
OROVILLE UNION HIGH SCHOOL DIST,6007,33113,2332,19374,11407,29962
PALERMO UNION ELEM,6007,16117,1453,12771,1893,14814
PARADISE UNIFIED,6007,45044,3383,27593,14068,41685
THERMALITO UNION ELEM,6007,20255,3690,14545,2020,17978
GRIDLEY UNIFIED,6007,24958,1693,17805,5460,22953
CHICO UNIF SCHOOL DIST,6007,166418,11900,90504,64014,157166
GOLDEN FEATHER UNION,6007,2693,120,1479,1094,1610
PIONEER UNION ELEM SCHOOL DIST,6007,1086,141,406,539,1115
BRET HARTE UNION HIGH,6009,12368,361,1757,10250,11677
CALAVERAS UNI,6009,36407,1877,14163,20367,34988
MARK TWAIN UNION ELEM SCHOOL DIST,6009,8921,525,3977,4419,7788
VALLECITO UNION ELEM,6009,8895,569,1785,6541,8096
COLUSA UNIFIED,6011,17206,1139,11877,4190,18363
MAXWELL UNIF,6011,4664,306,2864,1494,4413
WILLIAMS UNIFIED,6011,16265,982,11582,3701,14564
PIERCE J. T. UNIFIED SCHOOL DIST,6011,17756,910,11778,5068,15294
ACALANES UNION HIGH SCHOOL DIST,6013,88189,1511,14268,72410,87370
ANTIOCH UNIFIED,6013,212392,13756,142162,56474,213482
BRENTWOOD,6013,92184,4000,58019,30165,87261
BYRON UNION ELEM,6013,18840,882,9913,8045,19640
CANYON ELEM,6013,895,39,678,178,860
JOHN SWETT UNIFIED,6013,22559,1616,9878,11065,20777
KNIGHTSEN ELEM,6013,9022,304,3218,5500,9242
LAFAYETTE ELEM,6013,42131,820,13805,27506,42477
LIBERTY UNION HIGH SCHOOL DIST,6013,97372,3080,52607,41685,91771
MARTINEZ UNIFIED,6013,50520,2147,21704,26669,55048
MORAGA,6013,24403,404,7811,16188,23002
MT DIABLO UNIFIED,6013,422487,30027,211814,180646,381568
OAKLEY UNION ELEMENTARY,6013,54747,2542,31993,20212,53230
ORINDA UNION ELEMENTARY,6013,33854,494,10738,22622,34700
PITTSBURG UNIFIED,6013,158914,10922,108604,39388,143662
WEST CONTRA COSTA UNIFIED,6013,467554,36440,243810,187304,471241
SAN RAMON VALLEY UNIFIED,6013,377508,6856,150229,220423,389923
WALNUT CREEK ELEM,6013,40114,1138,10312,28664,37971
DEL NORTE CO UNIF,6015,46079,6234,27473,12372,43730
BUCKEYE UNION,6017,53789,1416,31317,21056,49552
GOLD TRAIL UNION ELEM,6017,6516,285,3851,2380,6316
CAMINO UNION ELEM,6017,5878,335,3582,1961,5373
EL DORADO UN HIGH SCHOOL DIST,6017,83333,2226,39302,41805,79225
BLACK OAK MINE UNIF,6017,15345,882,7045,7418,15581
GOLD OAK UN ELEM,6017,5378,255,3012,2111,4839
INDIAN DIGGINGS ELEM SCH,6017,253,21,147,85,250
LAKE TAHOE UNI,6017,50106,3024,23700,23382,46959
LATROBE ELEM,6017,2580,53,348,2179,2521
MOTHER LODE UNION ELEM SCH DT,6017,11889,773,6688,4428,10848
PIONEER UNION,6017,3869,232,1646,1991,3570
PLACERVILLE UNION ELEM SCH DT,6017,14340,1026,8412,4902,13813
